date,country,trade_type,commodity_category,trade_value_mn_usd
2016-12,Zimbabwe,import,food_beverages,29.282
2016-12,Zimbabwe,import,fertilisers,17.511
2016-12,Zimbabwe,import,chemicals,35.352
2016-12,Zimbabwe,import,textiles_clothing,15.512
2016-12,Zimbabwe,import,agriculture_inputs,25.044
2016-12,Zimbabwe,import,other,131.293
2017-01,Zimbabwe,import,fuel,110.205
2017-01,Zimbabwe,import,machinery,64.254
2017-01,Zimbabwe,import,vehicles,36.668
2017-01,Zimbabwe,import,electrical_equip,35.689
2017-01,Zimbabwe,import,food_beverages,38.199
2017-01,Zimbabwe,import,fertilisers,28.513
2017-01,Zimbabwe,import,chemicals,33.475
2017-01,Zimbabwe,import,textiles_clothing,20.256
2017-01,Zimbabwe,import,agriculture_inputs,19.475
2017-01,Zimbabwe,import,other,154.793
2017-02,Zimbabwe,import,fuel,87.934
2017-02,Zimbabwe,import,machinery,53.49
2017-02,Zimbabwe,import,vehicles,35.279
2017-02,Zimbabwe,import,electrical_equip,30.476
2017-02,Zimbabwe,import,food_beverages,30.568
2017-02,Zimbabwe,import,fertilisers,22.647
2017-02,Zimbabwe,import,chemicals,26.955
2017-02,Zimbabwe,import,textiles_clothing,18.268
2017-02,Zimbabwe,import,agriculture_inputs,17.906
2017-02,Zimbabwe,import,other,144.718
2017-03,Zimbabwe,import,fuel,74.307
2017-03,Zimbabwe,import,machinery,63.238
2017-03,Zimbabwe,import,vehicles,52.291
2017-03,Zimbabwe,import,electrical_equip,28.986
2017-03,Zimbabwe,import,food_beverages,31.588
2017-03,Zimbabwe,import,fertilisers,16.749
2017-03,Zimbabwe,import,chemicals,22.236
2017-03,Zimbabwe,import,textiles_clothing,20.939
2017-03,Zimbabwe,import,agriculture_inputs,24.037
2017-03,Zimbabwe,import,other,121.458
2017-04,Zimbabwe,import,fuel,98.996
2017-04,Zimbabwe,import,machinery,66.325
2017-04,Zimbabwe,import,vehicles,34.863
2017-04,Zimbabwe,import,electrical_equip,33.162
2017-04,Zimbabwe,import,food_beverages,33.682
2017-04,Zimbabwe,import,fertilisers,14.672
2017-04,Zimbabwe,import,chemicals,24.515
2017-04,Zimbabwe,import,textiles_clothing,14.478
2017-04,Zimbabwe,import,agriculture_inputs,20.565
2017-04,Zimbabwe,import,other,131.922
2017-05,Zimbabwe,import,fuel,94.25
2017-05,Zimbabwe,import,machinery,46.598
2017-05,Zimbabwe,import,vehicles,39.509
2017-05,Zimbabwe,import,electrical_equip,34.204
2017-05,Zimbabwe,import,food_beverages,38.807
2017-05,Zimbabwe,import,fertilisers,14.121
2017-05,Zimbabwe,import,chemicals,23.414
2017-05,Zimbabwe,import,textiles_clothing,13.886
2017-05,Zimbabwe,import,agriculture_inputs,18.592
2017-05,Zimbabwe,import,other,131.594
2017-06,Zimbabwe,import,fuel,92.081
2017-06,Zimbabwe,import,machinery,62.065
2017-06,Zimbabwe,import,vehicles,39.157
2017-06,Zimbabwe,import,electrical_equip,27.662
2017-06,Zimbabwe,import,food_beverages,37.437
2017-06,Zimbabwe,import,fertilisers,14.581
2017-06,Zimbabwe,import,chemicals,22.921
2017-06,Zimbabwe,import,textiles_clothing,30.813
2017-06,Zimbabwe,import,agriculture_inputs,19.754
2017-06,Zimbabwe,import,other,125.782
2017-07,Zimbabwe,import,fuel,99.585
2017-07,Zimbabwe,import,machinery,58.938
2017-07,Zimbabwe,import,vehicles,48.61
2017-07,Zimbabwe,import,electrical_equip,31.165
2017-07,Zimbabwe,import,food_beverages,45.089
2017-07,Zimbabwe,import,fertilisers,21.872
2017-07,Zimbabwe,import,chemicals,20.121
2017-07,Zimbabwe,import,textiles_clothing,15.852
2017-07,Zimbabwe,import,agriculture_inputs,17.518
2017-07,Zimbabwe,import,other,153.071
2017-08,Zimbabwe,import,fuel,133.495
2017-08,Zimbabwe,import,machinery,80.72
2017-08,Zimbabwe,import,vehicles,51.681
2017-08,Zimbabwe,import,electrical_equip,38.917
2017-08,Zimbabwe,import,food_beverages,33.781
2017-08,Zimbabwe,import,fertilisers,25.579
2017-08,Zimbabwe,import,chemicals,29.086
2017-08,Zimbabwe,import,textiles_clothing,20.624
2017-08,Zimbabwe,import,agriculture_inputs,22.9
2017-08,Zimbabwe,import,other,157.815
2017-09,Zimbabwe,import,fuel,93.792
2017-09,Zimbabwe,import,machinery,67.571
2017-09,Zimbabwe,import,vehicles,42.466
2017-09,Zimbabwe,import,electrical_equip,28.226
2017-09,Zimbabwe,import,food_beverages,32.976
2017-09,Zimbabwe,import,fertilisers,17.528
2017-09,Zimbabwe,import,chemicals,33.558
2017-09,Zimbabwe,import,textiles_clothing,22.948
2017-09,Zimbabwe,import,agriculture_inputs,22.24
2017-09,Zimbabwe,import,other,133.738
2017-10,Zimbabwe,import,fuel,85.743
2017-10,Zimbabwe,import,machinery,56.004
2017-10,Zimbabwe,import,vehicles,43.967
2017-10,Zimbabwe,import,electrical_equip,27.911
2017-10,Zimbabwe,import,food_beverages,45.59
2017-10,Zimbabwe,import,fertilisers,18.346
2017-10,Zimbabwe,import,chemicals,33.858
2017-10,Zimbabwe,import,textiles_clothing,23.347
2017-10,Zimbabwe,import,agriculture_inputs,14.545
2017-10,Zimbabwe,import,other,125.044
2017-11,Zimbabwe,import,fuel,92.276
2017-11,Zimbabwe,import,machinery,55.351
2017-11,Zimbabwe,import,vehicles,38.122
2017-11,Zimbabwe,import,electrical_equip,45.327
2017-11,Zimbabwe,import,food_beverages,39.587
2017-11,Zimbabwe,import,fertilisers,16.081
2017-11,Zimbabwe,import,chemicals,31.786
2017-11,Zimbabwe,import,textiles_clothing,16.354
2017-11,Zimbabwe,import,agriculture_inputs,17.084
2017-11,Zimbabwe,import,other,129.543
2017-12,Zimbabwe,import,fuel,93.378
2017-12,Zimbabwe,import,machinery,72.437
2017-12,Zimbabwe,import,vehicles,49.476
2017-12,Zimbabwe,import,electrical_equip,34.843
2017-12,Zimbabwe,import,food_beverages,27.396
2017-12,Zimbabwe,import,fertilisers,26.254
2017-12,Zimbabwe,import,chemicals,22.701
2017-12,Zimbabwe,import,textiles_clothing,14.781
2017-12,Zimbabwe,import,agriculture_inputs,14.751
2017-12,Zimbabwe,import,other,120.647
2018-01,Zimbabwe,import,fuel,118.58
2018-01,Zimbabwe,import,machinery,92.228
2018-01,Zimbabwe,import,vehicles,54.362
2018-01,Zimbabwe,import,electrical_equip,49.448
2018-01,Zimbabwe,import,food_beverages,44.723
2018-01,Zimbabwe,import,fertilisers,24.16
2018-01,Zimbabwe,import,chemicals,30.174
2018-01,Zimbabwe,import,textiles_clothing,20.05
2018-01,Zimbabwe,import,agriculture_inputs,20.175
2018-01,Zimbabwe,import,other,164.522
2018-02,Zimbabwe,import,fuel,90.379
2018-02,Zimbabwe,import,machinery,62.03
2018-02,Zimbabwe,import,vehicles,45.166
2018-02,Zimbabwe,import,electrical_equip,28.572
2018-02,Zimbabwe,import,food_beverages,31.003
2018-02,Zimbabwe,import,fertilisers,21.889
2018-02,Zimbabwe,import,chemicals,26.846
2018-02,Zimbabwe,import,textiles_clothing,19.425
2018-02,Zimbabwe,import,agriculture_inputs,19.282
2018-02,Zimbabwe,import,other,131.386
2018-03,Zimbabwe,import,fuel,98.221
2018-03,Zimbabwe,import,machinery,79.876
2018-03,Zimbabwe,import,vehicles,33.601
2018-03,Zimbabwe,import,electrical_equip,33.187
2018-03,Zimbabwe,import,food_beverages,30.205
2018-03,Zimbabwe,import,fertilisers,21.869
2018-03,Zimbabwe,import,chemicals,24.068
2018-03,Zimbabwe,import,textiles_clothing,17.639
2018-03,Zimbabwe,import,agriculture_inputs,18.357
2018-03,Zimbabwe,import,other,144.227
2018-04,Zimbabwe,import,fuel,116.577
2018-04,Zimbabwe,import,machinery,61.273
2018-04,Zimbabwe,import,vehicles,41.1
2018-04,Zimbabwe,import,electrical_equip,32.457
2018-04,Zimbabwe,import,food_beverages,41.894
2018-04,Zimbabwe,import,fertilisers,25.558
2018-04,Zimbabwe,import,chemicals,22.49
2018-04,Zimbabwe,import,textiles_clothing,18.541
2018-04,Zimbabwe,import,agriculture_inputs,16.714
2018-04,Zimbabwe,import,other,143.926
2018-05,Zimbabwe,import,fuel,109.022
2018-05,Zimbabwe,import,machinery,64.616
2018-05,Zimbabwe,import,vehicles,44.074
2018-05,Zimbabwe,import,electrical_equip,33.828
2018-05,Zimbabwe,import,food_beverages,34.187
2018-05,Zimbabwe,import,fertilisers,23.41
2018-05,Zimbabwe,import,chemicals,22.27
2018-05,Zimbabwe,import,textiles_clothing,21.017
2018-05,Zimbabwe,import,agriculture_inputs,17.826
2018-05,Zimbabwe,import,other,161.469
2018-06,Zimbabwe,import,fuel,109.462
2018-06,Zimbabwe,import,machinery,69.871
2018-06,Zimbabwe,import,vehicles,42.145
2018-06,Zimbabwe,import,electrical_equip,32.475
2018-06,Zimbabwe,import,food_beverages,32.09
2018-06,Zimbabwe,import,fertilisers,29.998
2018-06,Zimbabwe,import,chemicals,23.127
2018-06,Zimbabwe,import,textiles_clothing,19.172
2018-06,Zimbabwe,import,agriculture_inputs,20.895
2018-06,Zimbabwe,import,other,153.768
2018-07,Zimbabwe,import,fuel,111.71
2018-07,Zimbabwe,import,machinery,76.527
2018-07,Zimbabwe,import,vehicles,53.495
2018-07,Zimbabwe,import,electrical_equip,38.226
2018-07,Zimbabwe,import,food_beverages,32.691
2018-07,Zimbabwe,import,fertilisers,23.768
2018-07,Zimbabwe,import,chemicals,27.147
2018-07,Zimbabwe,import,textiles_clothing,20.362
2018-07,Zimbabwe,import,agriculture_inputs,19.836
2018-07,Zimbabwe,import,other,174.57
2018-08,Zimbabwe,import,fuel,121.231
2018-08,Zimbabwe,import,machinery,72.379
2018-08,Zimbabwe,import,vehicles,51.318
2018-08,Zimbabwe,import,electrical_equip,52.082
2018-08,Zimbabwe,import,food_beverages,36.699
2018-08,Zimbabwe,import,fertilisers,32.639
2018-08,Zimbabwe,import,chemicals,24.699
2018-08,Zimbabwe,import,textiles_clothing,24.416
2018-08,Zimbabwe,import,agriculture_inputs,28.201
2018-08,Zimbabwe,import,other,162.25
2018-09,Zimbabwe,import,fuel,91.958
2018-09,Zimbabwe,import,machinery,62.452
2018-09,Zimbabwe,import,vehicles,49.305
2018-09,Zimbabwe,import,electrical_equip,37.177
2018-09,Zimbabwe,import,food_beverages,30.019
2018-09,Zimbabwe,import,fertilisers,30.226
2018-09,Zimbabwe,import,chemicals,22.727
2018-09,Zimbabwe,import,textiles_clothing,20.545
2018-09,Zimbabwe,import,agriculture_inputs,22.988
2018-09,Zimbabwe,import,other,148.892
2018-10,Zimbabwe,import,fuel,99.613
2018-10,Zimbabwe,import,machinery,69.824
2018-10,Zimbabwe,import,vehicles,42.78
2018-10,Zimbabwe,import,electrical_equip,36.171
2018-10,Zimbabwe,import,food_beverages,48.434
2018-10,Zimbabwe,import,fertilisers,17.995
2018-10,Zimbabwe,import,chemicals,22.221
2018-10,Zimbabwe,import,textiles_clothing,21.865
2018-10,Zimbabwe,import,agriculture_inputs,21.99
2018-10,Zimbabwe,import,other,152.047
2018-11,Zimbabwe,import,fuel,98.723
2018-11,Zimbabwe,import,machinery,78.39
2018-11,Zimbabwe,import,vehicles,34.126
2018-11,Zimbabwe,import,electrical_equip,35.78
2018-11,Zimbabwe,import,food_beverages,29.467
2018-11,Zimbabwe,import,fertilisers,17.801
2018-11,Zimbabwe,import,chemicals,38.11
2018-11,Zimbabwe,import,textiles_clothing,17.443
2018-11,Zimbabwe,import,agriculture_inputs,23.835
2018-11,Zimbabwe,import,other,133.273
2018-12,Zimbabwe,import,fuel,105.112
2018-12,Zimbabwe,import,machinery,72.614
2018-12,Zimbabwe,import,vehicles,39.964
2018-12,Zimbabwe,import,electrical_equip,40.937
2018-12,Zimbabwe,import,food_beverages,40.208
2018-12,Zimbabwe,import,fertilisers,19.241
2018-12,Zimbabwe,import,chemicals,29.846
2018-12,Zimbabwe,import,textiles_clothing,41.43
2018-12,Zimbabwe,import,agriculture_inputs,31.546
2018-12,Zimbabwe,import,other,157.776
2019-01,Zimbabwe,import,fuel,145.698
2019-01,Zimbabwe,import,machinery,90.322
2019-01,Zimbabwe,import,vehicles,55.754
2019-01,Zimbabwe,import,electrical_equip,40.712
2019-01,Zimbabwe,import,food_beverages,40.577
2019-01,Zimbabwe,import,fertilisers,22.742
2019-01,Zimbabwe,import,chemicals,35.672
2019-01,Zimbabwe,import,textiles_clothing,23.811
2019-01,Zimbabwe,import,agriculture_inputs,22.38
2019-01,Zimbabwe,import,other,205.728
2019-02,Zimbabwe,import,fuel,84.998
2019-02,Zimbabwe,import,machinery,62.041
2019-02,Zimbabwe,import,vehicles,33.329
2019-02,Zimbabwe,import,electrical_equip,26.927
2019-02,Zimbabwe,import,food_beverages,39.321
2019-02,Zimbabwe,import,fertilisers,15.078
2019-02,Zimbabwe,import,chemicals,29.503
2019-02,Zimbabwe,import,textiles_clothing,17.479
2019-02,Zimbabwe,import,agriculture_inputs,17.75
2019-02,Zimbabwe,import,other,138.888
2019-03,Zimbabwe,import,fuel,117.424
2019-03,Zimbabwe,import,machinery,73.804
2019-03,Zimbabwe,import,vehicles,41.025
2019-03,Zimbabwe,import,electrical_equip,41.662
2019-03,Zimbabwe,import,food_beverages,43.234
2019-03,Zimbabwe,import,fertilisers,17.07
2019-03,Zimbabwe,import,chemicals,26.593
2019-03,Zimbabwe,import,textiles_clothing,16.446
2019-03,Zimbabwe,import,agriculture_inputs,23.29
2019-03,Zimbabwe,import,other,142.313
2019-04,Zimbabwe,import,fuel,105.208
2019-04,Zimbabwe,import,machinery,64.544
2019-04,Zimbabwe,import,vehicles,41.717
2019-04,Zimbabwe,import,electrical_equip,44.662
2019-04,Zimbabwe,import,food_beverages,31.471
2019-04,Zimbabwe,import,fertilisers,19.147
2019-04,Zimbabwe,import,chemicals,25.058
2019-04,Zimbabwe,import,textiles_clothing,16.778
2019-04,Zimbabwe,import,agriculture_inputs,23.138
2019-04,Zimbabwe,import,other,156.934
2019-05,Zimbabwe,import,fuel,98.61
2019-05,Zimbabwe,import,machinery,76.254
2019-05,Zimbabwe,import,vehicles,41.299
2019-05,Zimbabwe,import,electrical_equip,33.963
2019-05,Zimbabwe,import,food_beverages,38.322
2019-05,Zimbabwe,import,fertilisers,18.355
2019-05,Zimbabwe,import,chemicals,22.914
2019-05,Zimbabwe,import,textiles_clothing,20.748
2019-05,Zimbabwe,import,agriculture_inputs,29.159
2019-05,Zimbabwe,import,other,128.664
2019-06,Zimbabwe,import,fuel,97.14
2019-06,Zimbabwe,import,machinery,72.272
2019-06,Zimbabwe,import,vehicles,34.522
2019-06,Zimbabwe,import,electrical_equip,34.915
2019-06,Zimbabwe,import,food_beverages,36.625
2019-06,Zimbabwe,import,fertilisers,18.845
2019-06,Zimbabwe,import,chemicals,34.539
2019-06,Zimbabwe,import,textiles_clothing,27.814
2019-06,Zimbabwe,import,agriculture_inputs,32.975
2019-06,Zimbabwe,import,other,151.134
2019-07,Zimbabwe,import,fuel,129.24
2019-07,Zimbabwe,import,machinery,77.465
2019-07,Zimbabwe,import,vehicles,60.627
2019-07,Zimbabwe,import,electrical_equip,35.709
2019-07,Zimbabwe,import,food_beverages,40.997
2019-07,Zimbabwe,import,fertilisers,32.51
2019-07,Zimbabwe,import,chemicals,29.747
2019-07,Zimbabwe,import,textiles_clothing,21.869
2019-07,Zimbabwe,import,agriculture_inputs,21.2
2019-07,Zimbabwe,import,other,165.77
2019-08,Zimbabwe,import,fuel,123.099
2019-08,Zimbabwe,import,machinery,88.289
2019-08,Zimbabwe,import,vehicles,51.068
2019-08,Zimbabwe,import,electrical_equip,57.613
2019-08,Zimbabwe,import,food_beverages,36.9
2019-08,Zimbabwe,import,fertilisers,22.029
2019-08,Zimbabwe,import,chemicals,26.254
2019-08,Zimbabwe,import,textiles_clothing,21.753
2019-08,Zimbabwe,import,agriculture_inputs,22.148
2019-08,Zimbabwe,import,other,188.61
2019-09,Zimbabwe,import,fuel,106.374
2019-09,Zimbabwe,import,machinery,69.09
2019-09,Zimbabwe,import,vehicles,44.772
2019-09,Zimbabwe,import,electrical_equip,40.417
2019-09,Zimbabwe,import,food_beverages,36.775
2019-09,Zimbabwe,import,fertilisers,22.614
2019-09,Zimbabwe,import,chemicals,23.783
